sequence_no,track_id,vehicle_class,detected_label,vehicle_type_code,vehicle_type_label,golongan_code,golongan_label,source_label,count_line_order,count_line_name,direction,crossed_at_seconds,crossed_at_frame,confidence,video_id,site_id,site_name,analysis_job_id,video_filename,recorded_at
739,10249,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,1649.9,32998,0.8722,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
740,10242,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,1650.3,33006,0.6446,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
741,800574,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,1650.3,33006,0.5655,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
742,10272,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1653.3,33066,0.7824,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
743,10291,truck,kelas 6 trukkecil,truck_3_axle,3-axle truck,7a,3-axle truck,Kelas 6 TrukKecil,1,Default Line,opposite,1655.85,33117,0.5928,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
744,10298,truck,kelas 4 pickup,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 4 Pickup,1,Default Line,opposite,1656.25,33125,0.6006,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
745,10309,truck,kelas 6 trukkecil,articulated_truck,articulated truck,7b,Articulated truck,Kelas 6 TrukKecil,1,Default Line,opposite,1656.3,33126,0.5215,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
746,10310,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1658.05,33161,0.8899,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
747,10316,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1658.9,33178,0.8188,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
748,10347,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1660.65,33213,0.8969,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
749,10353,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1662.85,33257,0.8625,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
750,800580,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,1665.9,33318,0.2262,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
751,10372,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1666.3,33326,0.8963,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
752,10416,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,1669.15,33383,0.708,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
753,10402,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1669.6,33392,0.8719,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
754,800583,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,1670.4,33408,0.297,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
755,10426,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,1673.7,33474,0.6956,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
756,10443,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1675.75,33515,0.862,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
757,10444,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1676.15,33523,0.8472,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
758,10449,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1678.4,33568,0.8828,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
759,800585,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,1678.65,33573,0.1284,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
760,10468,bus,kelas 5 bus,small_bus,small bus,5a,Small bus,Kelas 5 Bus,1,Default Line,opposite,1679.05,33581,0.6158,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
761,10475,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1681.15,33623,0.692,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
762,10499,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1683.35,33667,0.8157,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
763,10500,bus,kelas 5 bus,small_bus,small bus,5a,Small bus,Kelas 5 Bus,1,Default Line,opposite,1683.65,33673,0.706,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
764,10528,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1686.35,33727,0.8799,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
765,800589,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,1686.45,33729,0.3733,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
766,800590,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,1687.35,33747,0.1914,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
767,10560,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1690.45,33809,0.7836,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
768,10574,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1692.35,33847,0.8367,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
769,10598,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1693.95,33879,0.8394,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
770,10588,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1694.25,33885,0.8844,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
771,10614,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1696.3,33926,0.8676,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
772,10617,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,1696.55,33931,0.8827,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
773,800591,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,1696.8,33936,0.2118,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
774,10620,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,1697.0,33940,0.449,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
775,10630,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1699.6,33992,0.8122,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
776,10639,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,1701.55,34031,0.846,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
777,10661,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,1701.9,34038,0.656,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
778,10657,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1703.2,34064,0.6362,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
779,10655,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,1704.55,34091,0.7354,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
780,10674,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1704.8,34096,0.8198,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
781,10675,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,1707.45,34149,0.6853,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
782,10691,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1708.9,34178,0.8836,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
783,10728,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1711.25,34225,0.8221,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
784,10718,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1711.5,34230,0.8609,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
785,10727,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1712.5,34250,0.7182,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
786,10743,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1713.4,34268,0.7719,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
787,10750,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1714.85,34297,0.7215,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
788,10754,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1716.25,34325,0.8389,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
789,10788,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,1717.9,34358,0.7113,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
790,10820,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1723.4,34468,0.8962,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
791,10839,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,1727.05,34541,0.6674,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
792,10850,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,1728.7,34574,0.6079,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
793,10860,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1729.8,34596,0.4896,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
794,10862,car,kelas 2 mobil,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 2 Mobil,1,Default Line,opposite,1733.05,34661,0.8501,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
795,800604,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,1733.4,34668,0.3955,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
796,10902,truck,kelas 6 trukkecil,light_truck_2_axle,light 2-axle truck,6a,Light 2-axle truck,Kelas 6 TrukKecil,1,Default Line,opposite,1736.7,34734,0.8617,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
797,10948,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1741.75,34835,0.8838,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
798,10950,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1741.8,34836,0.7992,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
799,10936,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,1741.95,34839,0.8761,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
800,10980,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,1746.9,34938,0.7338,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
801,10992,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1747.45,34949,0.4856,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
802,11019,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1749.4,34988,0.5903,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
803,11017,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1749.55,34991,0.8342,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
804,11006,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1749.65,34993,0.7121,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
805,11027,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1751.3,35026,0.7469,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
806,11048,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,1753.05,35061,0.8725,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
807,11055,car,kelas 2 mobil,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 2 Mobil,1,Default Line,opposite,1754.55,35091,0.6033,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
808,11050,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,1755.2,35104,0.7727,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
